EventId,Date,Time,Actual,Forecast,Previous
NA::singapore - new year's day::none,2023-01-02,All Day,,,
NA::slovenia - new year's day::none,2023-01-02,All Day,,,
NA::south africa - new year's day::none,2023-01-02,All Day,,,
NA::switzerland - new year's day::none,2023-01-02,All Day,,,
NA::taiwan - republic day::none,2023-01-02,All Day,,,
NA::thailand - new year's day::none,2023-01-02,All Day,,,
NA::ukraine - new year's day::none,2023-01-02,All Day,,,
NA::united kingdom - new year's day::none,2023-01-02,All Day,,,
NA::united states - new year's day::none,2023-01-02,All Day,,,
NA::vietnam - new year's day::none,2023-01-02,All Day,,,
NA::zimbabwe - new year's day::none,2023-01-02,All Day,,,
KRW::s&p global south korea manufacturing pmi::none,2023-01-02,08:30,48.2,,49.0
PEN::cpi::m/m,2023-01-02,10:45,0.79%,,0.52%
IDR::core inflation::y/y,2023-01-02,12:00,3.36%,3.39%,3.30%
IDR::inflation::m/m,2023-01-02,12:00,0.66%,0.52%,0.09%
IDR::inflation::y/y,2023-01-02,12:00,5.51%,5.39%,5.42%
SEK::manufacturing pmi::none,2023-01-02,15:30,45.9,,45.9
EUR::austrian unemployment change::none,2023-01-02,16:00,309.7K,,257.5K
EUR::austrian unemployment rate::none,2023-01-02,16:00,7.4%,,6.2%
HUF::manufacturing pmi::none,2023-01-02,16:00,63.1,,56.0
TRY::exports::none,2023-01-02,16:00,22.92B,,21.90B
NOK::manufacturing pmi::none,2023-01-02,17:00,50.0,,51.1
EUR::portuguese business confidence::none,2023-01-02,19:00,1.2,,1.2
EUR::portuguese consumer confidence::none,2023-01-02,19:00,-38.10,,-37.70
BRL::bcb focus market readout::none,2023-01-02,19:25,,,
EUR::french 12 - month btf auction::none,2023-01-02,22:00,2.824%,,2.628%
EUR::french 3 - month btf auction::none,2023-01-02,22:00,2.096%,,1.714%
EUR::french 6 - month btf auction::none,2023-01-02,22:00,2.432%,,2.352%
ILS::interest rate decision::none,2023-01-02,22:00,3.75%,3.75%,3.25%
NA::bosnia - herzegovina - new year's day::none,2023-01-03,All Day,,,
NA::botswana - new year's day::none,2023-01-03,All Day,,,
NA::japan - market holiday::none,2023-01-03,All Day,,,
NA::kazakhstan - new year's day::none,2023-01-03,All Day,,,
NA::montenegro - new year's day::none,2023-01-03,All Day,,,
NA::serbia - new year's day::none,2023-01-03,All Day,,,
BRL::trade balance::none,2023-01-03,02:00,4.80B,3.00B,6.67B
ARS::tax revenue::none,2023-01-03,03:00,"2,307.48B",,"1,953.86B"
SGD::gdp::q/q,2023-01-03,08:00,0.8%,,4.6%
SGD::gdp::y/y,2023-01-03,08:00,2.2%,2.1%,4.2%
SGD::ura property index::q/q,2023-01-03,08:30,0.20%,,3.80%
AUD::commodity prices::y/y,2023-01-03,13:30,15.6%,,19.6%
TRY::ppi::m/m,2023-01-03,15:00,-0.24%,,0.74%
TRY::ppi::y/y,2023-01-03,15:00,97.72%,,136.02%
TRY::cpi::m/m,2023-01-03,15:00,1.18%,2.58%,2.88%
TRY::cpi::y/y,2023-01-03,15:00,64.27%,66.53%,84.39%
EUR::spanish unemployment change::none,2023-01-03,16:00,-43.7K,-40.3K,-33.5K
CHF::manufacturing pmi::none,2023-01-03,16:30,54.1,53.3,53.9
EUR::german unemployment::none,2023-01-03,16:55,2.520M,,2.538M
EUR::german unemployment n.s.a.::none,2023-01-03,16:55,2.454M,,2.434M
EUR::german unemployment change::none,2023-01-03,16:55,-13K,15K,15K
EUR::german unemployment rate::none,2023-01-03,16:55,5.5%,5.6%,5.6%
EUR::latvian industrial production::m/m,2023-01-03,19:00,3.5%,,0.1%
EUR::latvian industrial production::y/y,2023-01-03,19:00,4.5%,,-2.7%
CLP::economic activity::y/y,2023-01-03,19:30,-2.5%,,-1.2%
CZK::budget balance::none,2023-01-03,21:00,-360.400B,,-337.100B
EUR::german cpi::m/m,2023-01-03,21:00,-0.8%,-0.3%,-0.5%
EUR::german hicp::m/m,2023-01-03,21:00,-1.2%,-0.5%,0.0%
EUR::german hicp::y/y,2023-01-03,21:00,9.6%,10.7%,11.3%
EUR::german cpi::y/y,2023-01-03,21:00,8.6%,9.1%,10.0%
SGD::s&p global manufacturing pmi::none,2023-01-03,21:00,49.7,,49.8
NZD::globaldairytrade price index::none,2023-01-03,23:00,-2.8%,,-3.8%
USD::construction spending::m/m,2023-01-03,23:00,0.2%,-0.4%,-0.2%
NA::montenegro - new year's day::none,2023-01-04,All Day,,,
DKK::currency reserves::none,2023-01-04,00:00,587.40B,,577.20B
USD::3 - month bill auction::none,2023-01-04,00:30,4.410%,,4.350%
USD::6 - month bill auction::none,2023-01-04,00:30,4.635%,,4.600%
EGP::foreign reserves (usd)::none,2023-01-04,01:35,34.00B,,33.53B
KRW::fx reserves - usd::none,2023-01-04,05:00,423.16B,,416.10B
JPY::foreign bonds buying::none,2023-01-04,07:50,-459.5B,,-941.4B
JPY::foreign investments in japanese stocks::none,2023-01-04,07:50,-265.1B,,-668.8B
GBP::brc shop price index::y/y,2023-01-04,08:00,7.3%,,7.4%
AUD::rba chart pack release::none,2023-01-04,08:30,,,
EUR::german import price index::m/m,2023-01-04,15:00,-4.5%,-1.6%,-1.2%
EUR::german import price index::y/y,2023-01-04,15:00,14.5%,18.0%,23.5%
RON::ppi::y/y,2023-01-04,15:00,35.13%,,41.08%
CHF::cpi::y/y,2023-01-04,15:30,2.8%,2.9%,3.0%
CHF::cpi::m/m,2023-01-04,15:30,-0.2%,-0.2%,0.1%
HUF::gross wages::y/y,2023-01-04,15:30,18.1%,,17.5%
SEK::services pmi::m/m,2023-01-04,15:30,53.0,,54.3
EUR::french cpi::y/y,2023-01-04,15:45,5.9%,6.4%,6.2%
EUR::french consumer confidence::none,2023-01-04,15:45,82,84,83
EUR::french hicp::y/y,2023-01-04,15:45,6.7%,7.2%,7.1%
EUR::french cpi::m/m,2023-01-04,15:45,-0.1%,0.4%,0.3%
EUR::french hicp::m/m,2023-01-04,15:45,-0.1%,0.3%,0.4%
HKD::retail sales::y/y,2023-01-04,16:30,-4.2%,,3.9%
GBP::boe consumer credit::none,2023-01-04,17:30,1.507B,0.900B,0.748B
GBP::m4 money supply::m/m,2023-01-04,17:30,-1.6%,,0.1%
GBP::mortgage approvals::none,2023-01-04,17:30,46.08K,55.00K,57.88K
GBP::mortgage lending::none,2023-01-04,17:30,4.36B,3.70B,3.58B
GBP::net lending to individuals::none,2023-01-04,17:30,5.9B,4.5B,4.3B
NOK::house price index::y/y,2023-01-04,18:00,1.50%,,1.10%
EUR::german 2 - year schatz auction::none,2023-01-04,18:30,2.580%,,2.110%
BHD::m2 money supply::none,2023-01-04,20:00,5.00%,,3.70%
BHD::private sector credit::y/y,2023-01-04,20:00,5.10%,,6.90%
BRL::brazilian ppi::m/m,2023-01-04,20:00,-0.54%,,-0.85%
USD::mba 30 - year mortgage rate::none,2023-01-04,20:00,6.58%,,6.34%
USD::mba mortgage applications::w/w,2023-01-04,20:00,-10.3%,,0.9%
USD::mba purchase index::none,2023-01-04,20:00,160.2,,182.5
USD::mortgage market index::none,2023-01-04,20:00,184.5,,212.5
USD::mortgage refinance index::none,2023-01-04,20:00,310.9,,371.4
PLN::interest rate decision::none,2023-01-04,21:00,6.75%,6.75%,6.75%
USD::redbook::y/y,2023-01-04,21:55,10.2%,,9.6%
BRL::foreign exchange flows::none,2023-01-04,23:00,-12.482B,,-8.267B
PLN::interest rate decision::none,2023-01-04,23:00,6.75%,6.75%,6.75%
USD::ism manufacturing pmi::none,2023-01-04,23:00,48.4,48.5,49.0
USD::ism manufacturing prices::none,2023-01-04,23:00,39.4,42.6,43.0
USD::jolts job openings::none,2023-01-04,23:00,10.458M,10.000M,10.512M
USD::ism manufacturing new orders index::none,2023-01-04,23:00,45.2,,47.2
USD::ism manufacturing employment::none,2023-01-04,23:00,51.4,48.3,48.4
NA::montenegro - christmas::none,2023-01-05,All Day,,,
EUR::irish exchequer returns::none,2023-01-05,00:30,5.000B,,12.100B
USD::fomc meeting minutes::none,2023-01-05,03:00,,,
USD::fed's balance sheet::none,2023-01-05,04:30,"8,507.43B",,"8,551.17B"
USD::api weekly crude oil stock::none,2023-01-05,05:30,3.298M,,-1.300M
USD::total vehicle sales::none,2023-01-05,07:00,13.30M,,14.10M
JPY::monetary base::y/y,2023-01-05,07:50,-6.1%,-3.2%,-6.4%
PHP::cpi::m/m,2023-01-05,09:00,0.3%,0.6%,0.9%
PHP::cpi::y/y,2023-01-05,09:00,8.1%,8.2%,8.0%
PHP::core cpi::y/y,2023-01-05,09:00,6.9%,,6.5%
JPY::10 - year jgb auction::none,2023-01-05,11:35,0.500%,,0.250%
THB::cpi::y/y,2023-01-05,12:00,5.89%,5.90%,5.55%
THB::core cpi::y/y,2023-01-05,12:00,3.23%,3.28%,3.22%
JPY::household confidence::none,2023-01-05,13:00,30.3,,28.6
SGD::retail sales::m/m,2023-01-05,13:00,-3.7%,,0.1%
SGD::retail sales::y/y,2023-01-05,13:00,6.2%,,10.3%
EUR::estonian industrial production::m/m,2023-01-05,14:00,-3.70%,,-1.00%
EUR::estonian industrial production::y/y,2023-01-05,14:00,-12.20%,,-5.90%
DKK::industrial outlook::none,2023-01-05,15:00,-17.00%,,-14.00%
EUR::finnish trade balance::none,2023-01-05,15:00,0.42B,,-0.96B
EUR::german exports::m/m,2023-01-05,15:00,-0.3%,0.2%,0.8%
EUR::german imports::m/m,2023-01-05,15:00,-3.3%,-0.5%,-2.4%
EUR::german trade balance::none,2023-01-05,15:00,10.8B,7.5B,6.9B
HUF::ppi::y/y,2023-01-05,15:30,37.0%,,41.7%
BRL::ipc - fipe inflation index::m/m,2023-01-05,16:00,0.54%,,0.47%
EUR::austrian hicp::m/m,2023-01-05,16:00,-0.3%,,0.2%
EUR::austrian hicp::y/y,2023-01-05,16:00,10.5%,,11.2%
EUR::austrian wholesale prices n.s.a::m/m,2023-01-05,16:00,-2.3%,,-3.0%
EUR::austrian wholesale prices n.s.a::y/y,2023-01-05,16:00,14.4%,,16.5%
TWD::fx reserves usd::none,2023-01-05,16:20,554.93B,,552.20B
PLN::cpi::m/m,2023-01-05,17:00,0.2%,0.8%,0.7%
PLN::cpi::y/y,2023-01-05,17:00,16.6%,17.3%,17.5%
EUR::french 10 - year oat auction::none,2023-01-05,18:00,2.77%,,2.76%
EUR::italian cpi::m/m,2023-01-05,18:00,0.3%,0.1%,0.5%
EUR::italian cpi::y/y,2023-01-05,18:00,11.6%,11.6%,11.8%
EUR::italian hicp::m/m,2023-01-05,18:00,0.2%,0.2%,0.7%
EUR::italian hicp::y/y,2023-01-05,18:00,12.3%,12.3%,12.6%
EUR::ppi::m/m,2023-01-05,18:00,-0.9%,-0.9%,-3.0%
EUR::ppi::y/y,2023-01-05,18:00,27.1%,27.5%,30.5%
COP::cpi::m/m,2023-01-05,19:00,1.26%,0.87%,0.77%
COP::cpi::y/y,2023-01-05,19:00,13.12%,12.64%,12.53%
ILS::fx reserve - usd::none,2023-01-05,19:00,194.144B,,194.414B
BRL::industrial production::m/m,2023-01-05,20:00,-0.1%,-0.1%,-0.1%
BRL::industrial production::y/y,2023-01-05,20:00,0.9%,0.8%,1.7%
EUR::spanish business confidence::none,2023-01-05,20:00,-5.1,,-7.6
GBP::5 - year treasury gilt auction::none,2023-01-05,20:00,3.665%,,3.472%
MXN::consumer confidence::none,2023-01-05,20:00,42.5,,41.7
MXN::consumer confidence n.s.a.::none,2023-01-05,20:00,43.3,,41.8
USD::challenger job cuts::none,2023-01-05,20:30,43.651K,,76.835K
USD::challenger job cuts::y/y,2023-01-05,20:30,129.1%,,416.5%
PLN::fx reserves (eur)::none,2023-01-05,21:00,156.45B,,156.69B
USD::adp nonfarm employment change::none,2023-01-05,21:15,235K,150K,182K
CAD::exports::none,2023-01-05,21:30,64.37B,,65.89B
CAD::imports::none,2023-01-05,21:30,64.41B,,65.76B
CAD::trade balance::none,2023-01-05,21:30,-0.04B,0.61B,0.13B
USD::initial jobless claims::none,2023-01-05,21:30,204K,225K,223K
USD::jobless claims 4 - week avg.::none,2023-01-05,21:30,213.75K,,220.50K
USD::continuing jobless claims::none,2023-01-05,21:30,"1,694K","1,708K","1,718K"
USD::exports::none,2023-01-05,21:30,251.90B,,256.90B
USD::imports::none,2023-01-05,21:30,313.40B,,334.80B
USD::trade balance::none,2023-01-05,21:30,-61.50B,-73.00B,-77.80B
USD::fomc member bostic speaks::none,2023-01-05,22:20,,,
USD::all car sales::none,2023-01-05,22:30,2.78M,,3.16M
USD::all truck sales::none,2023-01-05,22:30,10.53M,,11.06M
MXN::monetary policy meeting minutes::none,2023-01-05,23:00,,,
PLN::nbp monetary policy meeting minutes::none,2023-01-05,23:00,,,
USD::natural gas storage::none,2023-01-05,23:30,-221B,-228B,-213B
NA::sweden - epiphany day - early close at 13:00::none,2023-01-05,,,,
NA::croatia - epiphany day::none,2023-01-06,All Day,,,
NA::cyprus - epiphany day::none,2023-01-06,All Day,,,
NA::finland - epiphany day::none,2023-01-06,All Day,,,
NA::greece - epiphany day::none,2023-01-06,All Day,,,
NA::iraq - army day::none,2023-01-06,All Day,,,
NA::montenegro - christmas::none,2023-01-06,All Day,,,
NA::poland - epiphany day::none,2023-01-06,All Day,,,
NA::slovakia - epiphany day::none,2023-01-06,All Day,,,
NA::sri lanka - duruthu full moon poya day::none,2023-01-06,All Day,,,
NA::sweden - epiphany day::none,2023-01-06,All Day,,,
USD::crude oil inventories::none,2023-01-06,00:00,1.694M,1.154M,0.718M
USD::crude oil imports::none,2023-01-06,00:00,-1.282M,,1.328M
USD::distillate fuel production::none,2023-01-06,00:00,-1.050M,,-0.017M
USD::eia refinery crude runs::w/w,2023-01-06,00:00,-2.329M,,0.173M
USD::eia weekly distillates stocks::none,2023-01-06,00:00,-1.427M,-0.396M,0.282M
USD::eia weekly refinery utilization rates::w/w,2023-01-06,00:00,-12.4%,-2.9%,1.1%
USD::gasoline inventories::none,2023-01-06,00:00,-0.346M,-0.486M,-3.105M
USD::gasoline production::none,2023-01-06,00:00,-1.678M,,0.592M
USD::heating oil stockpiles::none,2023-01-06,00:00,-0.476M,,0.011M
USD::cushing crude oil inventories::none,2023-01-06,00:00,0.244M,,-0.195M
USD::4 - week bill auction::none,2023-01-06,00:30,4.100%,,3.830%
USD::8 - week bill auction::none,2023-01-06,00:30,4.430%,,4.250%
USD::fomc member bullard speaks::none,2023-01-06,02:20,,,
ARS::industrial production::y/y,2023-01-06,03:00,1.4%,,3.5%
JPY::average cash earnings::y/y,2023-01-06,07:30,0.5%,,1.4%
JPY::overtime pay::y/y,2023-01-06,07:30,5.20%,,7.70%
PHP::industrial production::y/y,2023-01-06,09:00,12.7%,,13.0%
IDR::fx reserves (usd)::none,2023-01-06,12:00,137.20B,,134.00B
EUR::dutch cpi::y/y,2023-01-06,13:30,9.9%,,9.9%
EUR::estonian cpi::m/m,2023-01-06,14:00,-0.10%,,0.90%
EUR::estonian cpi::y/y,2023-01-06,14:00,17.60%,,21.30%
DKK::unemployment rate::none,2023-01-06,15:00,2.3%,,2.2%
EUR::german retail sales::y/y,2023-01-06,15:00,-5.9%,-2.8%,-5.0%
EUR::german factory orders::m/m,2023-01-06,15:00,-5.3%,-0.5%,0.6%
EUR::german retail sales::m/m,2023-01-06,15:00,1.1%,1.0%,-2.8%
GBP::halifax house price index::m/m,2023-01-06,15:00,-1.5%,,-2.4%
GBP::halifax house price index::y/y,2023-01-06,15:00,2.0%,,4.6%
NOK::manufacturing production::m/m,2023-01-06,15:00,-0.5%,,0.3%
CHF::retail sales::y/y,2023-01-06,15:30,-1.3%,,-2.6%
HUF::quarterly unemployment rate::none,2023-01-06,15:30,3.8%,,3.6%
HUF::retail sales::y/y,2023-01-06,15:30,0.6%,,0.6%
THB::currency swaps (usd)::none,2023-01-06,15:30,29.2B,,29.3B
THB::foreign reserves (usd)::none,2023-01-06,15:30,216.6B,,213.6B
EUR::french reserve assets total::none,2023-01-06,15:45,"237,682.0M",,"238,632.0M"
EUR::french consumer spending::m/m,2023-01-06,15:45,0.5%,1.0%,-2.7%
CZK::industrial production::y/y,2023-01-06,16:00,0.5%,-1.4%,3.1%
CZK::trade balance nra::none,2023-01-06,16:00,-25.5B,-12.0B,-26.8B
TWD::cpi::m/m,2023-01-06,16:00,0.33%,,0.07%
TWD::cpi::y/y,2023-01-06,16:00,2.71%,2.50%,2.35%
TWD::wholesale prices::m/m,2023-01-06,16:00,7.14%,,9.11%
HKD::foreign reserves (usd)::none,2023-01-06,16:30,424.00B,,423.20B
ZAR::manufacturing pmi::none,2023-01-06,17:00,53.1,,52.6
EUR::cpi::y/y,2023-01-06,18:00,9.2%,9.7%,10.1%
EUR::business climate::none,2023-01-06,18:00,0.54,,0.54
EUR::business and consumer survey::none,2023-01-06,18:00,95.8,94.7,94.0
"EUR::cpi, n.s.a::none",2023-01-06,18:00,120.53,,120.95
EUR::consumer confidence::none,2023-01-06,18:00,-22.2,-22.2,-22.2
EUR::consumer inflation expectation::none,2023-01-06,18:00,23.7,,29.9
EUR::core cpi::m/m,2023-01-06,18:00,0.6%,-0.1%,0.0%
EUR::hicp ex energy & food::y/y,2023-01-06,18:00,6.9%,6.5%,6.6%
EUR::hicp ex energy and food::m/m,2023-01-06,18:00,0.7%,0.3%,0.3%
EUR::industrial sentiment::none,2023-01-06,18:00,-1.5,-1.2,-1.9
EUR::retail sales::m/m,2023-01-06,18:00,0.8%,0.5%,-1.5%
EUR::retail sales::y/y,2023-01-06,18:00,-2.8%,-3.3%,-2.6%
EUR::selling price expectations::none,2023-01-06,18:00,38.4,,40.4
EUR::services sentiment::none,2023-01-06,18:00,6.3,3.5,3.1
EUR::cpi::m/m,2023-01-06,18:00,-0.3%,0.8%,-0.1%
EUR::core cpi::y/y,2023-01-06,18:00,5.2%,5.0%,5.0%
BRL::igp - di inflation index::m/m,2023-01-06,19:00,0.31%,0.50%,-0.18%
CLP::cpi::m/m,2023-01-06,19:00,0.3%,0.5%,1.0%
EUR::irish retail sales::m/m,2023-01-06,19:00,-1.4%,,0.7%
EUR::irish retail sales::y/y,2023-01-06,19:00,-4.2%,,-2.6%
PHP::fx reserves usd::none,2023-01-06,19:00,96.00B,,95.10B
BRL::auto production::m/m,2023-01-06,21:00,-11.3%,,4.7%
BRL::auto sales::m/m,2023-01-06,21:00,6.3%,,12.8%
"INR::fx reserves, usd::none",2023-01-06,21:00,562.85B,,562.81B
CAD::full employment change::none,2023-01-06,21:30,84.5K,,50.7K
CAD::part time employment change::none,2023-01-06,21:30,19.5K,,-40.6K
CAD::participation rate::none,2023-01-06,21:30,65.0%,,64.8%
CAD::employment change::none,2023-01-06,21:30,104.0K,8.0K,10.1K
CAD::unemployment rate::none,2023-01-06,21:30,5.0%,5.2%,5.1%
USD::average hourly earnings::m/m,2023-01-06,21:30,0.3%,0.4%,0.4%
USD::nonfarm payrolls::none,2023-01-06,21:30,223K,200K,256K
USD::unemployment rate::none,2023-01-06,21:30,3.5%,3.7%,3.6%
USD::average weekly hours::none,2023-01-06,21:30,34.3,34.4,34.4
USD::government payrolls::none,2023-01-06,21:30,3.0K,,54.0K
USD::manufacturing payrolls::none,2023-01-06,21:30,8K,10K,8K
USD::average hourly earnings (yoy)::y/y,2023-01-06,21:30,4.6%,5.0%,4.8%
USD::participation rate::none,2023-01-06,21:30,62.3%,,62.2%
USD::private nonfarm payrolls::none,2023-01-06,21:30,220K,180K,202K
USD::u6 unemployment rate::none,2023-01-06,21:30,6.5%,,6.7%
TRY::treasury cash balance::none,2023-01-06,22:30,-108.270B,,99.460B
CAD::ivey pmi n.s.a::none,2023-01-06,23:00,40.6,,51.5
CAD::ivey pmi::none,2023-01-06,23:00,33.4,51.0,51.4
USD::ism non - manufacturing pmi::none,2023-01-06,23:00,49.6,55.0,56.5
USD::ism non - manufacturing prices::none,2023-01-06,23:00,67.6,,70.0
USD::durables excluding defense::m/m,2023-01-06,23:00,-2.7%,,-2.6%
USD::durables excluding transport::m/m,2023-01-06,23:00,0.1%,,0.2%
USD::factory orders ex transportation::m/m,2023-01-06,23:00,-0.8%,,0.1%
USD::ism non - manufacturing business activity::none,2023-01-06,23:00,54.7,59.5,64.7
USD::ism non - manufacturing new orders::none,2023-01-06,23:00,45.2,,56.0
USD::factory orders::m/m,2023-01-06,23:00,-1.8%,-0.8%,0.4%
USD::ism non - manufacturing employment::none,2023-01-06,23:00,49.8,,51.5
EUR::ecb's lane speaks::none,2023-01-07,00:15,,,
USD::fed governor cook speaks::none,2023-01-07,00:15,,,
USD::fomc member bostic speaks::none,2023-01-07,00:15,,,
UAH::foreign reserves (usd)::none,2023-01-07,00:25,28.49B,,27.95B
USD::fomc member barkin speaks::none,2023-01-07,01:15,,,
USD::u.s. baker hughes oil rig count::none,2023-01-07,02:00,618,,621
USD::u.s. baker hughes total rig count::none,2023-01-07,02:00,772,,779
AUD::cftc aud speculative net positions::none,2023-01-07,04:30,-36.3K,,-36.8K
BRL::cftc brl speculative net positions::none,2023-01-07,04:30,28.2K,,7.4K
CAD::cftc cad speculative net positions::none,2023-01-07,04:30,-26.8K,,-30.0K
CHF::cftc chf speculative net positions::none,2023-01-07,04:30,-2.9K,,-4.1K
EUR::cftc eur speculative net positions::none,2023-01-07,04:30,129.9K,,146.2K
GBP::cftc gbp speculative net positions::none,2023-01-07,04:30,-20.3K,,-10.9K
JPY::cftc jpy speculative net positions::none,2023-01-07,04:30,-46.9K,,-37.7K
MXN::cftc mxn speculative net positions::none,2023-01-07,04:30,-56.4K,,-51.7K
NZD::cftc nzd speculative net positions::none,2023-01-07,04:30,7.5K,,6.9K
RUB::cftc rub speculative positions::none,2023-01-07,04:30,-2.9K,,-4.1K
USD::cftc aluminium speculative net positions::none,2023-01-07,04:30,5.3K,,5.0K
USD::cftc copper speculative net positions::none,2023-01-07,04:30,-4.7K,,0.7K
USD::cftc corn speculative net positions::none,2023-01-07,04:30,267.5K,,235.1K
USD::cftc natural gas speculative net positions::none,2023-01-07,04:30,-169.8K,,-160.6K
USD::cftc silver speculative net positions::none,2023-01-07,04:30,30.9K,,31.0K
USD::cftc soybeans speculative net positions::none,2023-01-07,04:30,148.6K,,133.5K
USD::cftc wheat speculative net positions::none,2023-01-07,04:30,-32.3K,,-36.3K
USD::cftc crude oil speculative net positions::none,2023-01-07,04:30,227.6K,,247.6K
USD::cftc gold speculative net positions::none,2023-01-07,04:30,141.7K,,136.9K
USD::cftc nasdaq 100 speculative net positions::none,2023-01-07,04:30,1.4K,,1.2K
USD::cftc s&p 500 speculative net positions::none,2023-01-07,04:30,-167.3K,,-174.3K
USD::fomc member bostic speaks::none,2023-01-07,04:30,,,
TWD::exports::y/y,2023-01-07,16:00,-12.1%,-13.3%,-13.1%
TWD::imports::y/y,2023-01-07,16:00,-11.40%,-10.20%,-8.60%
TWD::trade balance::none,2023-01-07,16:00,4.79B,3.45B,3.43B
CNY::fx reserves (usd)::none,2023-01-07,23:30,3.128T,3.154T,3.117T
NA::egypt - coptic christmas day::none,2023-01-08,All Day,,,
GBP::boe mpc member mann speaks::none,2023-01-08,00:15,,,
GBP::boe mpc member pill speaks::none,2023-01-08,21:00,,,
NA::colombia - epiphany day::none,2023-01-09,All Day,,,
NA::japan - respect for the aged day::none,2023-01-09,All Day,,,
NA::venezuela - national day::none,2023-01-09,All Day,,,
AUD::private house approvals::none,2023-01-09,08:30,-2.5%,,-2.2%
AUD::building approvals::m/m,2023-01-09,08:30,-9.0%,-1.0%,-5.6%
IDR::consumer confidence::none,2023-01-09,11:00,119.9,,119.1
IDR::fx reserves (usd)::none,2023-01-09,12:00,137.20B,,134.00B
EUR::estonian trade balance::none,2023-01-09,14:00,-352.1M,,-239.7M
ZAR::foreign reserves (usd)::none,2023-01-09,14:00,60.57B,,59.88B
ZAR::net fx reserves (usd)::none,2023-01-09,14:00,53.827B,,53.391B
CHF::unemployment rate n.s.a.::none,2023-01-09,14:45,2.1%,,2.0%
CHF::unemployment rate s.a.::none,2023-01-09,14:45,1.9%,2.1%,2.0%
DKK::current account::none,2023-01-09,15:00,31.800B,,33.200B
DKK::trade balance::none,2023-01-09,15:00,25.6B,,27.2B
EUR::lithuania cpi::m/m,2023-01-09,15:00,0.3%,,0.4%
EUR::lithuania cpi::y/y,2023-01-09,15:00,21.7%,,22.9%
EUR::lithuania trade balance::none,2023-01-09,15:00,-0.47B,,-0.90B
EUR::german industrial production::m/m,2023-01-09,15:00,0.2%,0.1%,-0.4%
MYR::fx reserves usd::none,2023-01-09,15:00,114.6B,,110.3B
RON::trade balance (eur)::none,2023-01-09,15:00,-2.589M,,-3.404M
HUF::industrial output::y/y,2023-01-09,15:30,0.5%,4.3%,5.9%
HUF::trade balance (eur)::m/m,2023-01-09,15:30,"-1,283.0M",-653.0M,-923.0M
EUR::french current account::none,2023-01-09,15:45,-6.80B,,-3.40B
EUR::french exports::none,2023-01-09,15:45,51.0B,,51.8B
EUR::french imports::none,2023-01-09,15:45,64.8B,,63.4B
EUR::french trade balance::none,2023-01-09,15:45,-13.8B,-11.3B,-11.6B
CZK::gdp::q/q,2023-01-09,16:00,-0.2%,,-0.2%
CZK::gdp::y/y,2023-01-09,16:00,1.5%,,1.7%
CZK::unemployment rate::none,2023-01-09,16:00,3.7%,3.8%,3.5%
EUR::austrian trade balance::none,2023-01-09,16:00,"-1,894.1M",,"-1,383.7M"
EUR::slovak trade balance::none,2023-01-09,16:00,-823.5M,-174.2M,138.5M
MUR::cpi::y/y,2023-01-09,16:00,12.20%,,12.10%
CZK::fx reserves (eur)::none,2023-01-09,17:00,132.250B,,132.120B
EUR::italian monthly unemployment rate::none,2023-01-09,17:00,7.8%,7.8%,7.9%
SGD::foreign reserves usd::m/m,2023-01-09,17:00,289.5B,,291.3B
