EventId,Date,Time,Actual,Forecast,Previous
AUD::aig services index::none,2017-01-05,06:30,57.7,,51.1
JPY::monetary base::y/y,2017-01-05,07:50,23.1%,22.3%,21.5%
TWD::cpi::m/m,2017-01-05,08:30,-0.11%,,0.29%
TWD::cpi::y/y,2017-01-05,08:30,1.70%,2.11%,1.97%
TWD::wholesale prices::m/m,2017-01-05,08:30,1.41%,,-0.28%
PHP::cpi::m/m,2017-01-05,09:00,0.3%,,0.6%
PHP::cpi::y/y,2017-01-05,09:00,2.6%,2.6%,2.5%
PHP::core cpi::y/y,2017-01-05,09:00,2.5%,,2.4%
THB::consumer confidence::none,2017-01-05,11:30,73.7,,72.3
JPY::10 - year jgb auction::none,2017-01-05,11:45,0.056%,,0.032%
EUR::dutch cpi::y/y,2017-01-05,13:30,1.0%,,0.6%
RON::ppi::y/y,2017-01-05,15:00,-0.20%,,-0.50%
DKK::unemployment rate::none,2017-01-05,16:00,3.4%,,3.4%
EUR::austrian wholesale prices n.s.a::m/m,2017-01-05,16:00,2.2%,,-0.4%
EUR::austrian wholesale prices n.s.a::y/y,2017-01-05,16:00,4.3%,,-0.2%
HUF::quarterly unemployment rate::none,2017-01-05,16:00,4.5%,,4.7%
CHF::cpi::y/y,2017-01-05,16:15,0.0%,0.0%,-0.3%
CHF::cpi::m/m,2017-01-05,16:15,-0.1%,-0.1%,-0.2%
EUR::italian public deficit::none,2017-01-05,17:00,2.1%,,0.2%
EUR::spanish 10 - year obligacion auction::none,2017-01-05,17:50,1.450%,,1.423%
EUR::spanish 30 - year obligacion auction::none,2017-01-05,17:50,2.761%,,2.569%
EUR::spanish 5 - year bonos auction::none,2017-01-05,17:50,0.271%,,0.207%
EUR::french 10 - year oat auction::none,2017-01-05,18:00,0.78%,,0.46%
EUR::french 30 - year oat auction::none,2017-01-05,18:00,1.76%,,1.01%
EUR::ppi::m/m,2017-01-05,18:00,0.3%,0.1%,0.8%
EUR::ppi::y/y,2017-01-05,18:00,0.1%,-0.1%,-0.4%
GBP::20 - year treasury gilt auction::none,2017-01-05,18:35,1.970%,,1.811%
BRL::industrial production::m/m,2017-01-05,19:00,0.2%,2.0%,-1.2%
BRL::industrial production::y/y,2017-01-05,19:00,-1.1%,0.5%,-7.3%
EUR::irish retail sales::m/m,2017-01-05,19:00,0.9%,,-0.3%
EUR::irish retail sales::y/y,2017-01-05,19:00,4.3%,,4.1%
CLP::economic activity::y/y,2017-01-05,19:30,0.8%,0.8%,-0.4%
USD::challenger job cuts::none,2017-01-05,20:30,33.6K,,26.9K
USD::challenger job cuts::y/y,2017-01-05,20:30,42.4%,,-13.0%
ILS::fx reserve - usd::none,2017-01-05,21:00,98.361B,,97.127B
PLN::fx reserves (eur)::none,2017-01-05,21:00,108.00B,,104.10B
USD::adp nonfarm employment change::none,2017-01-05,21:15,153K,170K,215K
BRL::auto production::m/m,2017-01-05,21:20,-7.1%,,2.3%
BRL::auto sales::m/m,2017-01-05,21:20,14.7%,,-0.6%
CAD::ippi::m/m,2017-01-05,21:30,0.3%,0.2%,0.7%
CAD::ippi::y/y,2017-01-05,21:30,1.4%,,0.8%
CAD::rmpi::y/y,2017-01-05,21:30,4.1%,,1.5%
CAD::rmpi::m/m,2017-01-05,21:30,-2.0%,-1.5%,3.3%
USD::initial jobless claims::none,2017-01-05,21:30,235K,260K,263K
USD::jobless claims 4 - week avg.::none,2017-01-05,21:30,256.75K,,262.50K
USD::continuing jobless claims::none,2017-01-05,21:30,"2,112K","2,051K","2,096K"
USD::bloomberg consumer confidence::none,2017-01-05,22:50,45.5,,46.0
USD::ism non - manufacturing pmi::none,2017-01-05,23:00,57.2,56.6,57.2
USD::ism non - manufacturing prices::none,2017-01-05,23:00,57.0,,56.3
USD::ism non - manufacturing business activity::none,2017-01-05,23:00,61.4,61.0,61.7
USD::ism non - manufacturing new orders::none,2017-01-05,23:00,61.6,,57.0
USD::ism non - manufacturing employment::none,2017-01-05,23:00,53.8,,58.2
USD::natural gas storage::none,2017-01-05,23:30,-49B,-82B,-237B
NA::sweden - twelfth night - early close at 13:00::none,2017-01-05,,,,
NA::austria - epiphany day::none,2017-01-06,All Day,,,
NA::croatia - epiphany day::none,2017-01-06,All Day,,,
NA::cyprus - epiphany day::none,2017-01-06,All Day,,,
NA::finland - epiphany day::none,2017-01-06,All Day,,,
NA::greece - epiphany day::none,2017-01-06,All Day,,,
NA::poland - epiphany day::none,2017-01-06,All Day,,,
NA::slovakia - epiphany day::none,2017-01-06,All Day,,,
NA::sweden - epiphany day::none,2017-01-06,All Day,,,
NA::venezuela - the three wise men day::none,2017-01-06,All Day,,,
USD::crude oil inventories::none,2017-01-06,00:00,-7.051M,-2.152M,0.614M
USD::crude oil imports::none,2017-01-06,00:00,-1.043M,,-0.374M
USD::distillate fuel production::none,2017-01-06,00:00,0.372M,,-0.165M
USD::eia weekly distillates stocks::none,2017-01-06,00:00,10.051M,1.100M,-1.881M
USD::gasoline inventories::none,2017-01-06,00:00,8.307M,1.786M,-1.593M
USD::gasoline production::none,2017-01-06,00:00,-1.070M,,0.387M
USD::heating oil stockpiles::none,2017-01-06,00:00,0.986M,,-0.585M
USD::cushing crude oil inventories::none,2017-01-06,00:00,1.074M,,0.172M
JPY::foreign bonds buying::none,2017-01-06,07:50,-501.4B,,-216.7B
JPY::foreign investments in japanese stocks::none,2017-01-06,07:50,58.5B,,114.1B
JPY::average cash earnings::y/y,2017-01-06,08:00,0.2%,0.2%,0.1%
JPY::overtime pay::y/y,2017-01-06,08:00,-1.30%,,-1.40%
AUD::exports::m/m,2017-01-06,08:30,8%,,1%
AUD::imports::m/m,2017-01-06,08:30,0%,,2%
AUD::trade balance::none,2017-01-06,08:30,1.243B,-0.500B,-1.119B
COP::cpi::m/m,2017-01-06,09:00,0.42%,0.31%,0.11%
COP::cpi::y/y,2017-01-06,09:00,5.75%,5.64%,5.96%
MYR::exports::y/y,2017-01-06,12:00,7.8%,1.4%,-8.6%
MYR::imports::y/y,2017-01-06,12:00,11.2%,3.0%,-6.6%
MYR::trade balance::none,2017-01-06,12:00,9.03B,10.10B,9.80B
EGP::foreign reserves (usd)::none,2017-01-06,13:00,24.26B,,23.06B
EUR::estonian cpi::m/m,2017-01-06,14:00,0.40%,,0.10%
EUR::estonian cpi::y/y,2017-01-06,14:00,2.20%,,1.00%
EUR::german retail sales::y/y,2017-01-06,15:00,3.2%,1.2%,-0.8%
EUR::german factory orders::m/m,2017-01-06,15:00,-2.5%,-2.3%,5.0%
EUR::german retail sales::m/m,2017-01-06,15:00,-1.8%,-0.6%,2.5%
MYR::fx reserves usd::none,2017-01-06,15:00,94.6B,,96.4B
NOK::credit indicator::y/y,2017-01-06,15:00,4.8%,5.1%,5.0%
NOK::manufacturing production::m/m,2017-01-06,15:00,-0.1%,,0.2%
EUR::french current account::none,2017-01-06,15:45,-2.30B,,-3.50B
EUR::french exports::none,2017-01-06,15:45,38.8B,,36.9B
EUR::french imports::none,2017-01-06,15:45,43.2B,,42.0B
EUR::french trade balance::none,2017-01-06,15:45,-4.4B,-4.9B,-5.2B
CZK::construction output::y/y,2017-01-06,16:00,-2.3%,,-8.5%
CZK::gdp::q/q,2017-01-06,16:00,0.2%,0.2%,0.2%
CZK::gdp::y/y,2017-01-06,16:00,1.9%,1.9%,1.9%
CZK::industrial production::y/y,2017-01-06,16:00,7.0%,4.9%,-1.7%
CZK::trade balance nra::none,2017-01-06,16:00,10.8B,11.6B,17.1B
HUF::industrial output::y/y,2017-01-06,16:00,0.6%,0.8%,-2.1%
HUF::retail sales::y/y,2017-01-06,16:00,4.7%,,2.6%
IDR::consumer confidence::none,2017-01-06,16:00,115.4,,115.9
HKD::foreign reserves (usd)::none,2017-01-06,16:30,386.20B,,385.10B
CZK::fx reserves (eur)::none,2017-01-06,17:00,80.970B,,80.360B
PHP::fx reserves usd::none,2017-01-06,17:00,81.04B,,81.45B
RON::interest rate decision::none,2017-01-06,17:00,1.75%,1.75%,1.75%
BRL::igp - di inflation index::m/m,2017-01-06,18:00,0.83%,0.59%,0.05%
EUR::business climate::none,2017-01-06,18:00,0.8,0.4,0.4
EUR::business and consumer survey::none,2017-01-06,18:00,107.8,106.8,106.6
EUR::consumer confidence::none,2017-01-06,18:00,-5.0,-5.0,-6.0
EUR::consumer inflation expectation::none,2017-01-06,18:00,8.8,,6.3
EUR::industrial sentiment::none,2017-01-06,18:00,0.0,-1.0,-1.1
EUR::retail sales::m/m,2017-01-06,18:00,-0.4%,-0.4%,1.4%
EUR::retail sales::y/y,2017-01-06,18:00,2.3%,,3.0%
EUR::selling price expectations::none,2017-01-06,18:00,4.9,,4.9
EUR::services sentiment::none,2017-01-06,18:00,13.0,12.0,12.0
HUF::budget balance::none,2017-01-06,18:00,-907.6B,,2.0B
CLP::cpi::m/m,2017-01-06,19:00,-0.2%,0.1%,0.1%
CLP::core cpi::m/m,2017-01-06,19:00,0.0%,0.1%,0.2%
INR::bank loan growth::none,2017-01-06,19:30,5.1%,,5.8%
INR::deposit growth::none,2017-01-06,19:30,15.2%,,15.9%
"INR::fx reserves, usd::none",2017-01-06,19:30,360.30B,,359.67B
CAD::exports::none,2017-01-06,21:30,45.61B,,43.74B
CAD::full employment change::none,2017-01-06,21:30,81.3K,,-8.7K
CAD::imports::none,2017-01-06,21:30,45.09B,,44.76B
CAD::part time employment change::none,2017-01-06,21:30,-27.6K,,19.4K
CAD::participation rate::none,2017-01-06,21:30,65.8%,,65.6%
CAD::employment change::none,2017-01-06,21:30,53.7K,-5.0K,10.7K
CAD::trade balance::none,2017-01-06,21:30,0.53B,-1.60B,-1.02B
CAD::unemployment rate::none,2017-01-06,21:30,6.9%,6.9%,6.8%
USD::average hourly earnings::m/m,2017-01-06,21:30,0.4%,0.3%,-0.1%
USD::nonfarm payrolls::none,2017-01-06,21:30,156K,178K,204K
USD::unemployment rate::none,2017-01-06,21:30,4.7%,4.7%,4.6%
USD::average weekly hours::none,2017-01-06,21:30,34.3,34.4,34.3
USD::government payrolls::none,2017-01-06,21:30,12.0K,7.0K,6.0K
USD::manufacturing payrolls::none,2017-01-06,21:30,17.0K,0.0K,-7.0K
USD::participation rate::none,2017-01-06,21:30,62.7%,,62.6%
USD::private nonfarm payrolls::none,2017-01-06,21:30,144K,170K,198K
USD::trade balance::none,2017-01-06,21:30,-45.20B,-42.50B,-42.40B
USD::u6 unemployment rate::none,2017-01-06,21:30,9.2%,,9.3%
MXN::consumer confidence::none,2017-01-06,22:00,85.0,,84.9
MXN::consumer confidence n.s.a.::none,2017-01-06,22:00,85.7,82.0,84.4
TRY::treasury cash balance::none,2017-01-06,22:30,-8.170B,,-7.210B
CAD::ivey pmi n.s.a::none,2017-01-06,23:00,49.4,,56.5
CAD::ivey pmi::none,2017-01-06,23:00,60.8,,56.8
UAH::cpi::m/m,2017-01-06,23:00,0.9%,0.9%,1.8%
USD::factory orders ex transportation::m/m,2017-01-06,23:00,0.1%,,0.8%
USD::factory orders::m/m,2017-01-06,23:00,-2.4%,-2.2%,2.8%
NA::ukraine - orthodox christmas::none,2017-01-07,All Day,,,
USD::chicago fed president evans speaks::none,2017-01-07,01:15,,,
USD::fomc member lacker speaks::none,2017-01-07,02:00,,,
USD::u.s. baker hughes oil rig count::none,2017-01-07,02:00,529,,525
AUD::cftc aud speculative net positions::none,2017-01-07,04:30,-3.3K,,-1.5K
CAD::cftc cad speculative net positions::none,2017-01-07,04:30,-3.9K,,-1.6K
CHF::cftc chf speculative net positions::none,2017-01-07,04:30,-13.4K,,-10.1K
EUR::cftc eur speculative net positions::none,2017-01-07,04:30,-70.1K,,-69.4K
GBP::cftc gbp speculative net positions::none,2017-01-07,04:30,-64.7K,,-57.1K
JPY::cftc jpy speculative net positions::none,2017-01-07,04:30,-86.8K,,-87.0K
MXN::cftc mxn speculative net positions::none,2017-01-07,04:30,-65.6K,,-61.7K
NZD::cftc nzd speculative net positions::none,2017-01-07,04:30,-11.4K,,-11.0K
RUB::cftc rub speculative positions::none,2017-01-07,04:30,14.7K,,14.4K
USD::cftc copper speculative net positions::none,2017-01-07,04:30,44.5K,,45.8K
USD::cftc silver speculative net positions::none,2017-01-07,04:30,61.3K,,58.9K
USD::cftc crude oil speculative net positions::none,2017-01-07,04:30,440.1K,,444.9K
USD::cftc gold speculative net positions::none,2017-01-07,04:30,96.6K,,98.3K
USD::cftc s&p 500 speculative net positions::none,2017-01-07,04:30,81.4K,,9.7K
USD::fomc member kaplan speaks::none,2017-01-07,04:35,,,
CNY::fx reserves (usd)::none,2017-01-07,12:00,3.011T,3.002T,3.052T
USD::fomc member powell speaks::none,2017-01-08,01:15,,,
USD::fomc member kashkari speaks::none,2017-01-08,01:15,,,
NA::colombia - epiphany day::none,2017-01-09,All Day,,,
NA::japan - coming of age (adults') day::none,2017-01-09,All Day,,,
NA::ukraine - exchange holiday::none,2017-01-09,All Day,,,
AUD::aig construction index::none,2017-01-09,06:30,47.0,,46.6
AUD::anz internet job ads::m/m,2017-01-09,08:30,-1.9%,,1.7%
AUD::anz job advertisements::m/m,2017-01-09,08:30,-1.9%,,1.6%
AUD::private house approvals::none,2017-01-09,08:30,-0.2%,,-2.3%
AUD::building approvals::m/m,2017-01-09,08:30,7.0%,4.6%,-11.8%
MUR::cpi::y/y,2017-01-09,12:50,2.30%,,2.20%
EUR::dutch manufacturing production::m/m,2017-01-09,13:30,1.4%,,0.5%
ZAR::foreign reserves (usd)::none,2017-01-09,14:00,47.36B,46.82B,47.04B
ZAR::net fx reserves (usd)::none,2017-01-09,14:00,40.810B,40.900B,41.077B
AUD::aud/usd index::none,2017-01-09,14:30,51.6%,,56.6%
CAD::usd/cad index::none,2017-01-09,14:30,57.1%,,41.1%
CHF::usd/chf index::none,2017-01-09,14:30,55.6%,,51.8%
EUR::eur/usd index::none,2017-01-09,14:30,37.0%,,41.6%
GBP::gbp/usd index::none,2017-01-09,14:30,45.2%,,50.0%
JPY::usd/jpy index::none,2017-01-09,14:30,59.6%,,63.7%
NZD::nzd/usd index::none,2017-01-09,14:30,49.6%,,48.9%
USD::gold index::none,2017-01-09,14:30,68.1%,,58.8%
EUR::finnish trade balance::none,2017-01-09,15:00,-0.15B,,-0.19B
EUR::german exports::m/m,2017-01-09,15:00,3.9%,0.5%,0.5%
EUR::german imports::m/m,2017-01-09,15:00,3.5%,0.2%,1.2%
EUR::german industrial production::m/m,2017-01-09,15:00,0.4%,0.6%,0.5%
EUR::german trade balance::none,2017-01-09,15:00,21.7B,21.2B,20.6B
RON::trade balance (eur)::none,2017-01-09,15:00,-0.870M,,-0.971M
TRY::industrial production::y/y,2017-01-09,15:00,2.7%,,2.0%
CZK::unemployment rate::none,2017-01-09,16:00,5.2%,5.2%,4.9%
DKK::trade balance::none,2017-01-09,16:00,5.7B,,5.6B
EUR::austrian trade balance::none,2017-01-09,16:00,-464.7M,,-108.6M
EUR::slovak trade balance::none,2017-01-09,16:00,286.7M,345.1M,513.0M
HUF::trade balance (eur)::m/m,2017-01-09,16:00,908.0M,881.5M,903.0M
TWD::exports::y/y,2017-01-09,16:00,14.0%,10.4%,12.1%
TWD::imports::y/y,2017-01-09,16:00,13.20%,9.85%,3.00%
TWD::trade balance::none,2017-01-09,16:00,4.86B,4.20B,4.27B
CHF::retail sales::y/y,2017-01-09,16:15,0.9%,0.4%,-0.7%
GBP::halifax house price index::m/m,2017-01-09,16:30,1.7%,0.2%,0.6%
GBP::halifax house price index::y/y,2017-01-09,16:30,6.5%,5.8%,6.0%
EUR::italian monthly unemployment rate::none,2017-01-09,17:00,11.9%,11.6%,11.8%
EUR::lithuania cpi::m/m,2017-01-09,17:00,0.4%,,0.3%
EUR::lithuania cpi::y/y,2017-01-09,17:00,1.7%,,1.0%
EUR::lithuania trade balance::none,2017-01-09,17:00,-0.03B,,-16.00B
SGD::foreign reserves usd::m/m,2017-01-09,17:00,246.6B,,247.8B
IDR::fx reserves (usd)::none,2017-01-09,17:20,116.40B,,111.50B
EUR::sentix investor confidence::none,2017-01-09,17:30,18.2,12.5,10.0
EUR::greek industrial production::y/y,2017-01-09,18:00,2.3%,,7.0%
EUR::unemployment rate::none,2017-01-09,18:00,9.8%,9.8%,9.8%
EUR::latvian trade balance::none,2017-01-09,19:00,-122.1M,,-132.9M
EUR::portuguese trade balance::none,2017-01-09,19:00,-2.58B,,-2.97B
ZAR::total vehicle sales::none,2017-01-09,19:15,41.64K,,46.41K
ZAR::total vehicle sales::y/y,2017-01-09,19:15,-15.30%,,-9.60%
CLP::copper exports (usd)::none,2017-01-09,19:30,"2,943M",,"2,424M"
CLP::exports (usd)::none,2017-01-09,19:30,"6,224M","6,000M","5,104M"
CLP::imports (usd)::none,2017-01-09,19:30,"4,997M","5,200M","5,060M"
CLP::trade balance::none,2017-01-09,19:30,1.23B,0.80B,0.04B
EUR::french 12 - month btf auction::none,2017-01-09,22:00,-0.622%,,-0.697%
EUR::french 3 - month btf auction::none,2017-01-09,22:00,-0.637%,,-0.697%
EUR::french 6 - month btf auction::none,2017-01-09,22:00,-0.633%,,-0.688%
MXN::core cpi::m/m,2017-01-09,22:00,0.45%,0.49%,0.22%
MXN::cpi::m/m,2017-01-09,22:00,0.46%,0.51%,0.78%
MXN::cpi::y/y,2017-01-09,22:00,3.36%,3.40%,3.31%
USD::fomc member rosengren speaks::none,2017-01-09,22:00,,,
USD::cb employment trends index::none,2017-01-09,23:00,129.62,,129.93
USD::fed labor market conditions index::none,2017-01-09,23:00,-0.3,,2.1
CAD::boc business outlook survey::none,2017-01-09,23:30,,,
